sseqid	description	tax_id	tax_name	name_id
BAE17115.1				
KAJ6638572.1				
WGH24690.1				
WP_157801512.1				
WP_014887380.1				
KAI3648966.1				
KAI3651946.1				
CAG8780986.1				
WP_283712703.1				
KAI3630311.1				
CAI2170550.1				
XP_001358710.1	T-complex protein 1 subunit alpha	Drosophila pseudoobscura	7237	LOC4801658
XP_053687047.1	T-complex protein 1 subunit alpha	Sabethes cyaneus	53552	
XP_034662912.1	T-complex protein 1 subunit alpha	Drosophila subobscura	7241	LOC117897931
XP_040571782.1	T-complex protein 1 subunit alpha-like	Lepeophtheirus salmonis	72036	LOC121120978
XP_002074059.1	T-complex protein 1 subunit alpha	Drosophila willistoni	7260	LOC6650099
CAI2174421.1				
XP_022215181.1	T-complex protein 1 subunit alpha	Drosophila obscura	7282	LOC111069420
CAG8526696.1				
CAG8490852.1				
RIB01431.1				
KAI3634376.1				
CAG8582626.1				
XP_030369853.1	T-complex protein 1 subunit alpha	Scaptodrosophila lebanonensis	7225	
CAG8720190.1				
MRJ02132.1				
KAF5366291.1				
CAG8765808.1				
XP_055697865.1	T-complex protein 1 subunit alpha	Phlebotomus papatasi	29031	
CAG8454349.1				
KAF0462691.1				
CAG8560554.1				
WP_265590449.1				
XP_034137719.1	T-complex protein 1 subunit alpha	Drosophila guanche	7266	LOC117589675
GJM54475.1				
ADR79282.1				
TGY59856.1				
XP_013099907.1	T-complex protein 1 subunit alpha	Stomoxys calcitrans	35570	
BCV19601.1				
XP_001955621.1	T-complex protein 1 subunit alpha	Drosophila ananassae	7217	LOC6498949
OQX73945.1				
KAI9551044.1				
UIC71726.1				
XP_055523758.1	T-complex protein 1 subunit alpha	Wyeomyia smithii	174621	
UFQ87295.1				
KXJ74822.1				
KAH9489831.1				
EAT45282.1				
XP_045030620.1	uncharacterized LOC123473640	Daphnia magna	35525	LOC123473640
ETN57892.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
XP_055534277.1	structural maintenance of chromosomes protein 2	Wyeomyia smithii	174621	
XP_055592963.1	structural maintenance of chromosomes protein 2	Uranotaenia lowii	190385	
XP_041782533.1	structural maintenance of chromosomes protein 2	Anopheles merus	30066	
XP_029731213.1	structural maintenance of chromosomes protein 2	Aedes albopictus	7160	
XP_029731204.1	structural maintenance of chromosomes protein 2-like	Aedes albopictus	7160	
XP_040162704.1	structural maintenance of chromosomes protein 2	Anopheles arabiensis	7173	
XP_026463926.1				
XP_040236552.2	structural maintenance of chromosomes protein 2	Anopheles coluzzii	1518534	
XP_001656789.2	structural maintenance of chromosomes protein 2	Aedes aegypti	7159	
KFB37773.1				
XP_050080070.1	structural maintenance of chromosomes protein 2	Anopheles maculipalpis	1496333	ENSNUAG00000002294
EDS33625.1				
XP_049545553.1	structural maintenance of chromosomes protein 2	Anopheles darlingi	43151	ENSADAG00000011896
XP_035787284.1	structural maintenance of chromosomes protein 2-like	Anopheles albimanus	7167	
XP_001851491.2	structural maintenance of chromosomes protein 2	Culex quinquefasciatus	7176	LOC6042364
KMZ83323.1				
WGH24777.1				
WP_208967072.1				
BBO58633.1				
QHD45061.1				
XP_053963338.1	structural maintenance of chromosomes protein 2	Anastrepha ludens	28586	
XP_054740856.1	structural maintenance of chromosomes protein 2	Anastrepha obliqua	95512	
XP_036333930.1	structural maintenance of chromosomes protein 2	Rhagoletis pomonella	28610	LOC118744753
XP_014092100.1	structural maintenance of chromosomes protein 2	Bactrocera oleae	104688	
XP_039434648.1	structural maintenance of chromosomes protein 2	Culex pipiens pallens	42434	
XP_035901379.1	structural maintenance of chromosomes protein 2	Anopheles stephensi	30069	
KAG7464656.1				
XP_053670028.1	structural maintenance of chromosomes protein 2	Anopheles nili	185578	ENSNANG00000002590
CAI5668931.1				
YP_010004180.1	hypothetical protein	Myurella julacea	186697	
NP_149387.1	heme maturase	Tetrahymena thermophila	5911	
YP_010020355.1	DNA-directed RNA polymerase subunit beta	Ulva australis	111616	
XP_024857963.1	RNA polymerase II subunit A	Kryptolebias marmoratus	37003	
XP_041350873.1	DNA-directed RNA polymerase II subunit RPB1-like	Gigantopelta aegis	1735272	LOC121369859
KAJ8410512.1				
XP_022290491.1	DNA-directed RNA polymerase II subunit RPB1-like	Crassostrea virginica	6565	LOC111102132
XP_019951120.1	RNA polymerase II subunit A	Paralichthys olivaceus	8255	
XP_017557752.1	RNA polymerase II subunit A	Pygocentrus nattereri	42514	ENSPNAG00000011237
XP_052467320.1	DNA-directed RNA polymerase II subunit RPB1	Carassius gibelio	101364	
MBN3303574.1				
XP_028983002.1	RNA polymerase II subunit A	Betta splendens	158456	ENSBSLG00000009138
XP_026078367.1	DNA-directed RNA polymerase II subunit RPB1-like	Carassius auratus	7957	
XP_030609029.1	RNA polymerase II subunit A	Archocentrus centrarchus	63155	ENSACEG00005018932
XP_053716154.1	RNA polymerase II subunit A	Synchiropus splendidus	270530	
XP_020441522.1	RNA polymerase II subunit A	Monopterus albus	43700	
XP_035004240.2	RNA polymerase II subunit A	Hippoglossus stenolepis	195615	
XP_037532230.1	RNA polymerase II subunit A	Nematolebias whitei	451745	
XP_026876714.1	RNA polymerase II subunit A	Electrophorus electricus	8005	ENSEEEG00000016809
XP_030609031.1	RNA polymerase II subunit A	Archocentrus centrarchus	63155	ENSACEG00005018932
XP_026876715.1	RNA polymerase II subunit A	Electrophorus electricus	8005	ENSEEEG00000016809
XP_028847277.1	RNA polymerase II subunit A	Denticeps clupeoides	299321	
XP_034425033.1	polymerase (RNA) II (DNA directed) polypeptide A	Hippoglossus hippoglossus	8267	ENSHHIG00000003243
XP_053271873.1	RNA polymerase II subunit A	Pleuronectes platessa	8262	ENSOESG00000006225
XP_056882128.1	RNA polymerase II subunit A	Takifugu flavidus	433684	
XP_032367178.1	RNA polymerase II subunit A	Etheostoma spectabile	54343	
XP_031609020.2	RNA polymerase II subunit A	Oreochromis aureus	47969	ENSOABG00000005338
XP_038105528.1	PCI domain-containing protein 2 homolog	Culex quinquefasciatus	7176	LOC6041676
XP_056320185.1	PCI domain containing 2	Danio aesculapii	1142201	ENSDAEG00005002415
XP_034713274.1	polymerase (RNA) II (DNA directed) polypeptide A	Etheostoma cragini	417921	
XP_018417751.1	PCI domain containing 2	Nanorana parkeri	125878	
XP_039432434.1	PCI domain-containing protein 2 homolog	Culex pipiens pallens	42434	
XP_055845594.1	PCI domain-containing protein 2 homolog	Episyrphus balteatus	286459	ENSEBLG00000017865
XP_055845593.1	PCI domain-containing protein 2 homolog	Episyrphus balteatus	286459	ENSEBLG00000017865
XP_053676174.1	PCI domain-containing protein 2 homolog	Anopheles nili	185578	
XP_005168057.1	PCI domain containing 2	Danio rerio	7955	ZDB-GENE-041114-79
XP_035249167.1	PCI domain containing 2	Anguilla anguilla	7936	ENSAANG00010020861
XP_049277971.1	PCI domain-containing protein 2 homolog	Anopheles funestus	62324	
KAK0156570.1				
NP_001007382.1	PCI domain containing 2	Danio rerio	7955	ZDB-GENE-041114-79
KAK0149613.1				
KAF7207104.1				
XP_008292544.1	PCI domain containing 2	Stegastes partitus	144197	
XP_013914476.1	PCI domain containing 2	Thamnophis sirtalis	35019	
XP_029986365.1	PCI domain containing 2	Sphaeramia orbicularis	375764	
XP_055618025.1	PCI domain-containing protein 2 homolog	Toxorhynchites rutilus septentrionalis	329112	
XP_057187058.1	PCI domain containing 2	Triplophysa rosa	992332	
XP_040192183.1	PCI domain containing 2	Rana temporaria	8407	ENSRTEG00010025451
XP_055588493.1	PCI domain-containing protein 2 homolog	Uranotaenia lowii	190385	
XP_005998126.1	PCI domain containing 2	Latimeria chalumnae	7897	
XP_040163917.1	PCI domain-containing protein 2 homolog	Anopheles arabiensis	7173	
XP_037740809.1	seryl-tRNA synthetase 1	Chelonia mydas	8469	
XP_048682609.1	seryl-tRNA synthetase 1	Caretta caretta	8467	ENSCECG00000001674
XP_050812201.1	seryl-tRNA synthetase 1	Gopherus flavomarginatus	286002	
XP_050812204.1	seryl-tRNA synthetase 1	Gopherus flavomarginatus	286002	
XP_032655522.1	seryl-tRNA synthetase 1	Chelonoidis abingdonii	106734	
KAJ1139250.1				
XP_032655524.1	seryl-tRNA synthetase 1	Chelonoidis abingdonii	106734	
KAH1187871.1				
XP_039393546.1	seryl-tRNA synthetase 1	Mauremys reevesii	260615	
XP_044872276.1	seryl-tRNA synthetase 1	Mauremys mutica	74926	
XP_032655525.1	seryl-tRNA synthetase 1	Chelonoidis abingdonii	106734	
XP_050812205.1	seryl-tRNA synthetase 1	Gopherus flavomarginatus	286002	
XP_024048335.1	"serine--tRNA ligase, cytoplasmic"	Terrapene carolina triunguis	2587831	
XP_005312260.1	seryl-tRNA synthetase 1	Chrysemys picta	8479	
XP_030416973.1	seryl-tRNA synthetase 1	Gopherus evgoodei	1825980	
XP_030416971.1	seryl-tRNA synthetase 1	Gopherus evgoodei	1825980	
XP_038236054.2	seryl-tRNA synthetase 1	Dermochelys coriacea	27794	
XP_006260100.1	seryl-tRNA synthetase 1	Alligator mississippiensis	8496	
XP_006034431.1	seryl-tRNA synthetase 1	Alligator sinensis	38654	
XP_044856795.1	"serine--tRNA ligase, cytoplasmic-like"	Mauremys mutica	74926	
XP_030416974.1	seryl-tRNA synthetase 1	Gopherus evgoodei	1825980	
XP_034623699.1	seryl-tRNA synthetase 1	Trachemys scripta elegans	31138	
KAG6928015.1				
CAG4974917.1				
CAG9563419.1				
CAH2099452.1				
CAB3252707.1				
GBC39792.1				
CAF0988202.1				
MCG8079327.1				
CAI6370435.1				
CAG2198877.1				
CAB3260931.1				
KAF0685318.1				
XP_019401843.1	seryl-tRNA synthetase 1	Crocodylus porosus	8502	
CAF4939503.1				
KAE9546906.1				
CAH3996190.1				
ELW54958.1				
KHN81681.1				
PIM03798.1				
KAI8515542.1				
EPR62005.1				
KAF8971622.1				
ESS32367.1				
KFG53814.1				
KFH18128.1				
KFO28525.1				
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
XP_019369389.1	seryl-tRNA synthetase 1	Gavialis gangeticus	94835	
XP_046549186.1	tigger transposable element-derived protein 6-like	Haliotis rubra	36100	LOC124259135
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
CAH8622149.1				
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_050520008.1	tigger transposable element-derived protein 6-like	Daktulosphaira vitifoliae	58002	LOC126893647
XP_008181524.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103308950
XP_043467039.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_047984684.1	tigger transposable element-derived protein 6-like	Leguminivora glycinivorella	1035111	
XP_045480271.1	tigger transposable element-derived protein 6-like	Harmonia axyridis	115357	
XP_010967311.1	ATP citrate lyase	Camelus bactrianus	9837	
XP_057336463.1	tigger transposable element-derived protein 4-like	Microplitis mediator	375433	
XP_015090654.1	ATP citrate lyase	Vicugna pacos	30538	
CAH8630411.1				
CAH8601905.1				
CAH8616407.1				
CAH8635971.1				
ABS84822.1				
CAH8600891.1				
XP_002366070.1	"ATP-citrate lyase, putative"	Toxoplasma gondii ME49	508771	
CAH8614128.1				
CAH8618504.1				
OXU24767.1				
KAH1014366.1				
XP_029217726.1	putative ATP-citrate lyase	Besnoitia besnoiti	94643	
KAF6779213.1				
RMX46156.1				
KAF8571704.1				
CAF3496960.1				
CAD6208412.1				
KPP68038.1				
GAU23170.1				
KAF5396932.1				
KAE8710483.1				
CAA0401954.1				
KAG5034229.1				
XP_029369270.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	Echeneis naucrates	173247	
KAH1252840.1				
KAG8487427.1				
KAF1893214.1				
KAH0630493.1				
KAH7524662.1				
KAF7261046.1				
KAG5408318.1				
KAB1261577.1				
CAD5120915.1				
CAD7247450.1				
KAJ0089585.1				
KOX79263.1				
CAD1468836.1				
CAH1801389.1				
KAF3425573.1				
KAF7278516.1				
KAI9583049.1				
KFG45813.1				
NP_001154706.1	DEAD/DEAH box RNA helicase family protein	Arabidopsis thaliana	3702	AT5G11200
RWR99369.1				
XP_048673293.1	DExD-box helicase 39B	Caretta caretta	8467	ENSCECG00000000950
RWS04553.1				
TPP58627.1				
KFB52896.1				
XP_010980068.1	ATP citrate lyase	Camelus dromedarius	9838	
KAJ1649628.1				
KAJ1652113.1				
KAJ1959957.1				
XP_043473887.1	"elongation factor Tu, mitochondrial-like"	Leptopilina heterotoma	63436	
CAH92343.1				
XP_043514641.1	"elongation factor Tu, mitochondrial-like"	Frieseomelitta varia	561572	
XP_308774.4	AGAP006996-PA	Anopheles gambiae str. PEST	180454	AGAP006996
XP_040175390.1	"elongation factor Tu, mitochondrial"	Anopheles arabiensis	7173	
KAG8520405.1				
XP_043514642.1	"elongation factor Tu, mitochondrial-like"	Frieseomelitta varia	561572	
XP_037887850.1	elongation factor Tu-like	Glossina fuscipes	7396	
XP_008545565.1	"elongation factor Tu, mitochondrial"	Microplitis demolitor	69319	
XP_025411687.1	"elongation factor Tu, mitochondrial-like"	Sipha flava	143950	LOC112684396
XP_035908078.1	"elongation factor Tu, mitochondrial"	Anopheles stephensi	30069	
PNJ44134.1				
EHH64278.1				
XP_034176230.1	"elongation factor Tu, mitochondrial"	Osmia lignaria	473952	
XP_050074601.1	"elongation factor Tu, mitochondrial"	Anopheles maculipalpis	1496333	ENSNUAG00000010203
XP_050022527.1	elongation factor Tu 2-like	Dermacentor andersoni	34620	LOC126516452
XP_038215814.1	"elongation factor Tu, mitochondrial"	Zerene cesonia	33412	ENSZCEG00000004130
XP_008972883.1	ATPase H+ transporting V0 subunit d2	Pan paniscus	9597	
XP_004047288.1	ATPase H+ transporting V0 subunit d2	Gorilla gorilla gorilla	9595	
XP_032614356.1	ATPase H+ transporting V0 subunit d2	Hylobates moloch	81572	ENSHMOG00010012980
XP_037360359.1	ATPase H+ transporting V0 subunit d2	Talpa occidentalis	50954	
XP_014694614.1	ATPase H+ transporting V0 subunit d2	Equus asinus	9793	
XP_001488467.2	ATPase H+ transporting V0 subunit d2	Equus caballus	9796	VGNC:15673
XP_001378918.2	ATPase H+ transporting V0 subunit d2	Monodelphis domestica	13616	
XP_036597941.1	V-type proton ATPase subunit d 1-like	Trichosurus vulpecula	9337	
XP_054355648.1	ATPase H+ transporting V0 subunit d2	Pongo pygmaeus	9600	
TFK52617.1				
NP_689778.1	ATPase H+ transporting V0 subunit d2	Homo sapiens	9606	HGNC:18266
XP_033058624.1	ATPase H+ transporting V0 subunit d2	Trachypithecus francoisi	54180	ENSTFRG00000020156
XP_025955482.1	ATPase H+ transporting V0 subunit d2	Dromaius novaehollandiae	8790	
XP_023078676.1	ATPase H+ transporting V0 subunit d2	Piliocolobus tephrosceles	591936	
KAF6039886.1				
XP_004579195.1				
XP_010373697.1	ATPase H+ transporting V0 subunit d2	Rhinopithecus roxellana	61622	
XP_013404619.1	APOBEC1 complementation factor	Lingula anatina	7574	LOC106169623
XP_050657191.1	ATPase H+ transporting V0 subunit d2	Macaca thibetana thibetana	257877	ENSMTBG00000002375
XP_023417513.1	ATPase H+ transporting V0 subunit d2	Cavia porcellus	10141	
XP_011732149.2	ATPase H+ transporting V0 subunit d2	Macaca nemestrina	9545	
XP_013404603.1	APOBEC1 complementation factor	Lingula anatina	7574	LOC106169623
XP_013404611.1	APOBEC1 complementation factor	Lingula anatina	7574	LOC106169623
XP_013404627.1	APOBEC1 complementation factor	Lingula anatina	7574	LOC106169623
XP_040821719.1	RNA binding motif protein 47	Ochotona curzoniae	130825	
AQX44070.1				
NVM16370.1				
XP_040821718.1	RNA binding motif protein 47	Ochotona curzoniae	130825	
QUB02984.1				
MCB5229767.1				
XP_004579194.1	RNA binding motif protein 47	Ochotona princeps	9978	
XP_040821714.1	RNA binding motif protein 47	Ochotona curzoniae	130825	
MBU3830750.1				
XP_053778652.1	RNA binding motif protein 47	Desmodus rotundus	9430	
VDD94068.1				
XP_035875899.1	RNA binding motif protein 47	Phyllostomus discolor	89673	ENSPDIG00005008723
MBQ2917287.1				
NLK49635.1				
XP_021578419.1	RNA binding motif protein 47	Ictidomys tridecemlineatus	43179	ENSSTOG00015004202
XP_024429706.1	RNA binding motif protein 47	Desmodus rotundus	9430	
MCL2383088.1				
XP_036920179.1	RNA binding motif protein 47	Sturnira hondurensis	192404	
XP_045038671.2	RNA binding motif protein 47	Desmodus rotundus	9430	
XP_035875909.1	RNA binding motif protein 47	Phyllostomus discolor	89673	ENSPDIG00005008723
XP_045690231.1	RNA binding motif protein 47	Phyllostomus hastatus	9423	
MBS5863532.1				
XP_040148460.1	RNA binding motif protein 47	Ictidomys tridecemlineatus	43179	ENSSTOG00015004202
XP_045690238.1	RNA binding motif protein 47	Phyllostomus hastatus	9423	
XP_019363308.1	APOBEC1 complementation factor	Gavialis gangeticus	94835	
NLC97304.1				
XP_045690239.1	RNA binding motif protein 47	Phyllostomus hastatus	9423	
MBR1802912.1				
OKZ60914.1				
MDA0938788.1				
DAD69560.1				
MBS5784915.1				
MBS83442.1				
MDD2332604.1				
WP_011076921.1				
MBQ9657859.1				
MDE7433645.1				
XP_035875910.1	RNA binding motif protein 47	Phyllostomus discolor	89673	ENSPDIG00005008723
YP_010147314.1	hypothetical protein	Thuricola similis	2784598	
XP_019363310.1	APOBEC1 complementation factor	Gavialis gangeticus	94835	
XP_036920178.1	RNA binding motif protein 47	Sturnira hondurensis	192404	
YP_010530066.1	RNA polymerase b''-subunit	Ulva tepida	1451047	
HHU79755.1				
MCL2342187.1				
MBQ4031136.1				
MBS5854713.1				
MBE5819538.1				
MBO5413579.1				
CAG8674270.1				
WP_090071508.1				
CAG8621020.1				
PWJ87138.1				
WP_091403399.1				
WP_264150350.1				
KAH9425121.1				
MBE6124464.1				
GIW67329.1				
WP_190614934.1				
WP_185866516.1				
XP_041379849.1	CENP-B homolog protein 2-like	Gigantopelta aegis	1735272	LOC121392855
XP_046571685.1	jerky protein homolog	Haliotis rubra	36100	LOC124279851
WP_130624008.1				
XP_027195751.1	"polyribonucleotide nucleotidyltransferase 1, mitochondrial-like"	Dermatophagoides pteronyssinus	6956	LOC113790299
MCX7589906.1				
MCS6788972.1				
MDD4761518.1				
WP_137758338.1				
WP_185871576.1				
WP_185852705.1				
RZF43079.1				
HDK27186.1				
WP_089683759.1				
TYB31987.1				
OQC38376.1				
WP_121957838.1				
MCB0550576.1				
MCO6468330.1				
MCZ2282557.1				
BAL70615.1				
VUZ99277.1				
WP_014887361.1				
UFQ87295.1				
QUB02984.1				
WGH26683.1				
KZM99191.1				
KAJ0047608.1				
KDO70661.1				
KAJ6423127.1				
KAJ6752357.1				
ONK55824.1				
AAD03433.1				
VFQ95423.1				
KAJ0971167.1				
OWJ99394.1				
GFR68265.1				
KAB5521818.1				
KAJ6980375.1				
CAF0988202.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
XP_017247841.1	ubiquitin carboxyl-terminal hydrolase 8-like	Daucus carota subsp. sativus	79200	
XP_019090132.1	ubiquitin carboxyl-terminal hydrolase 10-like	Camelina sativa	90675	
XP_045394926.1	ubiquitin carboxyl-terminal hydrolase 11-like	Lemur catta	9447	
CAG4974917.1				
XP_031259077.1	ubiquitin carboxyl-terminal hydrolase 9-like	Pistacia vera	55513	
XP_045394924.1	ubiquitin carboxyl-terminal hydrolase 11-like	Lemur catta	9447	
XP_010436897.1	ubiquitin carboxyl-terminal hydrolase 10-like	Camelina sativa	90675	
XP_044486865.1	ubiquitin carboxyl-terminal hydrolase 9-like	Mangifera indica	29780	
CAG9563419.1				
XP_010436896.1	ubiquitin carboxyl-terminal hydrolase 10-like	Camelina sativa	90675	
CAH2099452.1				
KAE9546906.1				
XP_020247698.1	ubiquitin carboxyl-terminal hydrolase 9-like	Asparagus officinalis	4686	
XP_045394925.1	ubiquitin carboxyl-terminal hydrolase 11-like	Lemur catta	9447	
XP_044486864.1	ubiquitin carboxyl-terminal hydrolase 9-like	Mangifera indica	29780	
GBC39792.1				
XP_016073963.1	ubiquitin specific peptidase 11	Miniopterus natalensis	291302	
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_030006278.1	tigger transposable element-derived protein 6-like	Sphaeramia orbicularis	375764	
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
KAF0685318.1				
CAB3260931.1				
XP_021916826.1	tigger transposable element-derived protein 6-like	Zootermopsis nevadensis	136037	
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
XP_025108664.1	tigger transposable element-derived protein 4-like	Pomacea canaliculata	400727	LOC112572897
CAB3252707.1				
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
XP_043480608.1	tigger transposable element-derived protein 4-like	Leptopilina heterotoma	63436	
XP_033108111.1	tigger transposable element-derived protein 4-like	Anneissia japonica	1529436	LOC117109799
CAF4939503.1				
KAF0147144.1				
KAF7685601.1				
XP_029645317.1	tigger transposable element-derived protein 4-like	Octopus sinensis	2607531	LOC115219296
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_057340566.1	tigger transposable element-derived protein 6-like	Microplitis mediator	375433	
XP_008181524.1	tigger transposable element-derived protein 6-like	Acyrthosiphon pisum	7029	LOC103308950
GFN85872.1				
GFN77994.1				
BBO58633.1				
UGN11277.1				
PTQ34295.1				
KAF5400309.1				
KAA3674132.1				
KAF8073020.1				
XP_029635052.1	uncharacterized LOC115210589	Octopus sinensis	2607531	LOC115210589
RLM70041.1				
WIA09236.1				
CAD7203527.1				
WIA29313.1				
KRX70460.1				
KRY15603.1				
CAI9206994.1				
KXJ74507.1				
KAF5725793.1				
KAF3784106.1				
KAF3774985.1				
KRY15604.1				
KAJ6243609.1				
YP_010045331.1	Ycf2	Mnium marginatum	1049808	
XP_052833729.1	uncharacterized LOC128246989	Octopus bimaculoides	37653	LOC128246989
KAJ3440706.1				
XP_028530705.1	"conserved Plasmodium protein, unknown function"	Plasmodium gallinaceum	5849	
YP_010004180.1	hypothetical protein	Myurella julacea	186697	
YP_009942269.1	hypothetical chloroplast RF21	Haplocladium microphyllum	590004	
KRY41553.1				
KAJ8645968.1				
XP_052279032.1	ATP-binding cassette sub-family E member 1-like	Dreissena polymorpha	45954	LOC127877335
KAG0442155.1				
EXX53800.1				
XP_020264035.1	ABC transporter E family member 2	Asparagus officinalis	4686	
CAG9563419.1				
CAI6370435.1				
CAI6374924.1				
GES96528.1				
KAG0441503.1				
CAB4407547.1				
XP_004336916.1	ribonuclease L inhibitor family protein	Acanthamoeba castellanii str. Neff	1257118	
CAG4974917.1				
GBC10893.1				
GES73500.1				
XP_002184067.1	phosphatase	Phaeodactylum tricornutum CCAP 1055/1	556484	
CAB4419445.1				
XP_046556965.1	ATP-binding cassette sub-family E member 1-like	Haliotis rubra	36100	LOC124266204
CAF0988202.1				
GBB87541.1				
CAB5295861.1				
CAB5371740.1				
XP_022290403.1	tigger transposable element-derived protein 6-like	Crassostrea virginica	6565	LOC111102041
XP_048248519.1	tigger transposable element-derived protein 6-like	Haliotis rufescens	6454	LOC125378012
XP_033755738.1	tigger transposable element-derived protein 6-like	Pecten maximus	6579	LOC117338492
XP_023237227.1	tigger transposable element-derived protein 4-like	Centruroides sculpturatus	218467	LOC111636250
XP_015913217.2	tigger transposable element-derived protein 4-like	Parasteatoda tepidariorum	114398	LOC107443765
XP_047505969.1	tigger transposable element-derived protein 6-like	Pieris napi	78633	
XP_056017299.1	tigger transposable element-derived protein 6-like	Ostrea edulis	37623	
KAF0879570.1				
KAF6307861.1				
KAF6307863.1				
XP_014662536.1	tigger transposable element-derived protein 6-like	Priapulus caudatus	37621	LOC106805461
XP_051698724.1	exocyst complex component 6B	Oryctolagus cuniculus	9986	
XP_051698722.1	exocyst complex component 6B	Oryctolagus cuniculus	9986	
KAI5944104.1				
XP_002709812.1	exocyst complex component 6B	Oryctolagus cuniculus	9986	
XP_036883083.1	exocyst complex component 6B	Manis javanica	9974	
XP_039112815.1	exocyst complex component 6B	Hyaena hyaena	95912	
XP_026312219.1	exocyst complex component 6B	Piliocolobus tephrosceles	591936	
XP_036883086.1	exocyst complex component 6B	Manis javanica	9974	
AKC35206.1				
XP_039112813.1	exocyst complex component 6B	Hyaena hyaena	95912	
XP_036883082.1	exocyst complex component 6B	Manis javanica	9974	
QUB02984.1				
XP_036190031.1	exocyst complex component 6B	Myotis myotis	51298	
XP_039112814.1	exocyst complex component 6B	Hyaena hyaena	95912	
GBF60047.1				
WP_253185250.1				
EFJ86420.1				
XP_036190032.1	exocyst complex component 6B	Myotis myotis	51298	
ERF97534.1				
RMP09635.1				
XP_036190030.1	exocyst complex component 6B	Myotis myotis	51298	
GFU72514.1				
GIY12356.1				
ESD84293.1				
XP_036190026.1	exocyst complex component 6B	Myotis myotis	51298	
AUO35313.1				
EQO41637.1				
XP_045142603.1	exocyst complex component 6B	Echinops telfairi	9371	
NGY89287.1				
XP_006151324.1	exocyst complex component 6B	Tupaia chinensis	246437	
NGY85057.1				
XP_049712454.1	exocyst complex component 6B	Elephas maximus indicus	99487	ENSEMXG00005005725
XP_036190029.1	exocyst complex component 6B	Myotis myotis	51298	
MCZ6951623.1				
WP_024219084.1				
XP_036190028.1	exocyst complex component 6B	Myotis myotis	51298	
XP_004696138.1	exocyst complex component 6B	Echinops telfairi	9371	
WP_001031427.1				
XP_011363846.1	exocyst complex component 6B	Pteropus vampyrus	132908	
WP_260974282.1				
YP_010530066.1	RNA polymerase b''-subunit	Ulva tepida	1451047	
WP_260974281.1				
MCM4840792.1				
WP_213055271.1				
CCJ43249.1				
YP_010530156.1	RNA polymerase b''-subunit	Ulva torta	932731	
NP_597781.1	head protein	Escherichia phage Lambda	2681611	
DAP79662.1				
QPB10329.1				
WP_213053148.1				
WP_206670166.1				
KAG9347687.1				
KAF7388932.1				
CAH1794551.1				
XP_025153315.1	uncharacterized LOC105182605	Harpegnathos saltator	610380	LOC105182605
XP_011138454.1	uncharacterized LOC105182605	Harpegnathos saltator	610380	LOC105182605
XP_014478590.1	uncharacterized LOC106746476	Dinoponera quadriceps	609295	
XP_050858266.1	DNA (cytosine-5)-methyltransferase 3B-like	Vespula vulgaris	7454	
XP_050858268.1	DNA (cytosine-5)-methyltransferase 3B-like	Vespula vulgaris	7454	
XP_050858267.1	DNA (cytosine-5)-methyltransferase 3B-like	Vespula vulgaris	7454	
XP_050858264.1	DNA (cytosine-5)-methyltransferase 3B-like	Vespula vulgaris	7454	
A0FLQ6.2				
XP_043676511.1	DNA (cytosine-5)-methyltransferase 3C-like	Vespula pensylvanica	30213	
XP_012221603.1	uncharacterized LOC105671755	Linepithema humile	83485	LOC105671755
XP_048585587.1	DNA (cytosine-5)-methyltransferase 3A	Nematostella vectensis	45351	
XP_012221602.1	uncharacterized LOC105671755	Linepithema humile	83485	LOC105671755
XP_053999263.1	uncharacterized LOC128887437	Hylaeus anthracinus	313031	
KAH8866500.1				
KAH8866501.1				
CAH8661720.1				
KAH8866499.1				
CAH8661697.1				
XP_053999266.1	uncharacterized LOC128887437	Hylaeus anthracinus	313031	
XP_053973705.1	uncharacterized LOC128873836	Hylaeus volcanicus	313075	
CAH8674692.1				
CAH8656862.1				
EXX53800.1				
KAG0442155.1				
CAI6370435.1				
GBC10893.1				
CAI6374924.1				
GES96528.1				
CAG9563419.1				
CAG4974917.1				
CAB4407547.1				
CAB4419445.1				
GBB87541.1				
GES73500.1				
CAF0988202.1				
CAI6376720.1				
CAB3252707.1				
